pop_size,elite_ratio,selection,crossover,crossover_rate,mutation_rate,mean_final,std_final,success_rate,auc
5,0.1,roulette,one_point,1.0,1/D,10.0,0.0,30/30,0.9843
20,0.2,rank,two_point,1.0,0.005,10.0,0.0,30/30,0.9842
20,0.1,rank,two_point,0.8,0.01,10.0,0.0,30/30,0.9842
20,0.2,rank,one_point,1.0,1/D,10.0,0.0,30/30,0.9841
5,0.1,roulette,uniform,1.0,1/D,10.0,0.0,30/30,0.984
20,0.2,rank,two_point,0.8,0.01,10.0,0.0,30/30,0.9839
20,0.1,rank,two_point,0.8,1/D,10.0,0.0,30/30,0.9838
20,0.2,rank,two_point,0.8,0.005,10.0,0.0,30/30,0.9838
5,0.1,roulette,two_point,1.0,1/D,10.0,0.0,30/30,0.9836
20,0.1,rank,uniform,1.0,1/D,10.0,0.0,30/30,0.9836
20,0.1,rank,one_point,1.0,0.01,10.0,0.0,30/30,0.9835
20,0.2,rank,one_point,1.0,0.01,10.0,0.0,30/30,0.9835
10,0.2,roulette,one_point,0.8,1/D,10.0,0.0,30/30,0.9833
20,0.2,rank,one_point,0.8,1/D,10.0,0.0,30/30,0.9831
20,0.1,rank,uniform,0.8,0.005,10.0,0.0,30/30,0.9829
20,0.2,roulette,uniform,1.0,1/D,10.0,0.0,30/30,0.9829
20,0.1,rank,two_point,1.0,1/D,10.0,0.0,30/30,0.9829
10,0.1,roulette,uniform,1.0,1/D,10.0,0.0,30/30,0.9827
20,0.1,roulette,uniform,1.0,0.01,10.0,0.0,30/30,0.9827
20,0.2,roulette,uniform,0.8,1/D,10.0,0.0,30/30,0.9824
20,0.2,rank,one_point,0.8,0.01,10.0,0.0,30/30,0.9822
10,0.1,rank,uniform,1.0,0.01,10.0,0.0,30/30,0.9821
5,0.1,roulette,one_point,0.8,1/D,10.0,0.0,30/30,0.9821
20,0.1,rank,one_point,1.0,1/D,10.0,0.0,30/30,0.9821
10,0.2,roulette,two_point,1.0,1/D,10.0,0.0,30/30,0.9821
20,0.1,rank,one_point,0.8,1/D,10.0,0.0,30/30,0.982
20,0.1,rank,two_point,0.8,0.005,10.0,0.0,30/30,0.982
5,0.1,roulette,two_point,0.8,1/D,10.0,0.0,30/30,0.9817
10,0.2,roulette,uniform,0.8,1/D,10.0,0.0,30/30,0.9813
20,0.1,roulette,uniform,1.0,1/D,10.0,0.0,30/30,0.9813
10,0.1,rank,two_point,1.0,0.01,10.0,0.0,30/30,0.9812
20,0.1,rank,one_point,0.8,0.01,10.0,0.0,30/30,0.9811
10,0.2,roulette,two_point,0.8,1/D,10.0,0.0,30/30,0.981
20,0.2,rank,one_point,1.0,0.005,10.0,0.0,30/30,0.9809
10,0.2,rank,one_point,1.0,0.01,10.0,0.0,30/30,0.9809
20,0.1,rank,one_point,1.0,0.005,10.0,0.0,30/30,0.9807
20,0.1,roulette,uniform,1.0,0.005,10.0,0.0,30/30,0.9807
20,0.1,rank,two_point,1.0,0.005,10.0,0.0,30/30,0.9805
20,0.2,roulette,two_point,1.0,1/D,10.0,0.0,30/30,0.9803
50,0.2,rank,uniform,1.0,0.005,10.0,0.0,30/30,0.9802
10,0.1,roulette,two_point,0.8,1/D,10.0,0.0,30/30,0.9801
20,0.2,roulette,uniform,1.0,0.005,10.0,0.0,30/30,0.9801
10,0.1,roulette,uniform,0.8,1/D,10.0,0.0,30/30,0.98
20,0.2,roulette,uniform,1.0,0.01,10.0,0.0,30/30,0.9799
10,0.2,rank,two_point,1.0,0.01,10.0,0.0,30/30,0.9798
50,0.2,rank,uniform,1.0,0.01,10.0,0.0,30/30,0.9797
50,0.1,rank,uniform,1.0,0.005,10.0,0.0,30/30,0.9796
50,0.1,rank,uniform,1.0,0.01,10.0,0.0,30/30,0.9795
20,0.2,roulette,one_point,1.0,1/D,10.0,0.0,30/30,0.9795
50,0.2,rank,uniform,0.8,0.01,10.0,0.0,30/30,0.9795
20,0.2,roulette,one_point,1.0,0.01,10.0,0.0,30/30,0.9795
20,0.1,roulette,one_point,0.8,1/D,10.0,0.0,30/30,0.9793
10,0.1,roulette,two_point,1.0,1/D,10.0,0.0,30/30,0.9792
20,0.2,roulette,uniform,0.8,0.005,10.0,0.0,30/30,0.9792
20,0.2,roulette,uniform,0.8,0.01,10.0,0.0,30/30,0.9792
10,0.2,rank,uniform,1.0,0.005,10.0,0.0,30/30,0.9792
20,0.2,roulette,two_point,1.0,0.01,10.0,0.0,30/30,0.9792
10,0.2,rank,two_point,0.8,0.01,10.0,0.0,30/30,0.9791
10,0.1,rank,two_point,0.8,0.01,10.0,0.0,30/30,0.979
20,0.1,roulette,one_point,1.0,1/D,10.0,0.0,30/30,0.9789
10,0.1,rank,uniform,0.8,0.01,10.0,0.0,30/30,0.9788
10,0.2,roulette,one_point,1.0,0.01,10.0,0.0,30/30,0.9788
20,0.2,roulette,two_point,0.8,1/D,10.0,0.0,30/30,0.9787
20,0.2,roulette,one_point,0.8,0.01,10.0,0.0,30/30,0.9786
50,0.2,rank,uniform,0.8,0.005,10.0,0.0,30/30,0.9785
20,0.1,roulette,two_point,0.8,0.01,10.0,0.0,30/30,0.9785
50,0.1,rank,uniform,0.8,0.005,10.0,0.0,30/30,0.9784
10,0.1,roulette,one_point,0.8,1/D,10.0,0.0,30/30,0.9784
20,0.2,roulette,two_point,1.0,0.005,10.0,0.0,30/30,0.9784
10,0.1,rank,uniform,1.0,0.005,10.0,0.0,30/30,0.9783
10,0.2,rank,one_point,0.8,0.01,10.0,0.0,30/30,0.9783
10,0.1,roulette,uniform,1.0,0.01,10.0,0.0,30/30,0.978
50,0.1,rank,uniform,0.8,0.01,10.0,0.0,30/30,0.9779
20,0.2,rank,one_point,0.8,0.005,10.0,0.0,30/30,0.9778
20,0.1,roulette,two_point,1.0,1/D,10.0,0.0,30/30,0.9778
20,0.1,roulette,one_point,0.8,0.01,10.0,0.0,30/30,0.9777
50,0.1,rank,two_point,1.0,1/D,10.0,0.0,30/30,0.9777
20,0.1,roulette,two_point,0.8,1/D,10.0,0.0,30/30,0.9776
10,0.1,roulette,one_point,1.0,1/D,10.0,0.0,30/30,0.9776
20,0.1,roulette,uniform,0.8,0.01,10.0,0.0,30/30,0.9776
50,0.2,rank,uniform,1.0,1/D,10.0,0.0,30/30,0.9774
20,0.1,roulette,one_point,1.0,0.01,10.0,0.0,30/30,0.9774
20,0.2,roulette,one_point,0.8,1/D,10.0,0.0,30/30,0.9773
20,0.1,roulette,uniform,0.8,1/D,10.0,0.0,30/30,0.9773
10,0.1,rank,one_point,1.0,0.01,10.0,0.0,30/30,0.9773
20,0.1,rank,one_point,0.8,0.005,10.0,0.0,30/30,0.9771
50,0.1,rank,uniform,1.0,1/D,10.0,0.0,30/30,0.977
50,0.1,rank,two_point,1.0,0.01,10.0,0.0,30/30,0.977
50,0.2,rank,uniform,0.8,1/D,10.0,0.0,30/30,0.9769
50,0.2,rank,one_point,1.0,0.01,10.0,0.0,30/30,0.9768
50,0.2,roulette,uniform,1.0,0.005,10.0,0.0,30/30,0.9768
20,0.2,roulette,two_point,0.8,0.01,10.0,0.0,30/30,0.9767
50,0.1,rank,one_point,1.0,0.01,10.0,0.0,30/30,0.9766
50,0.2,rank,two_point,1.0,1/D,10.0,0.0,30/30,0.9765
50,0.2,rank,one_point,1.0,0.005,10.0,0.0,30/30,0.9765
50,0.2,rank,two_point,1.0,0.005,10.0,0.0,30/30,0.9763
50,0.1,rank,two_point,1.0,0.005,10.0,0.0,30/30,0.9763
20,0.1,roulette,two_point,1.0,0.01,10.0,0.0,30/30,0.9762
50,0.2,rank,two_point,1.0,0.01,10.0,0.0,30/30,0.9762
50,0.2,roulette,uniform,1.0,0.01,10.0,0.0,30/30,0.9762
50,0.1,rank,one_point,1.0,0.005,10.0,0.0,30/30,0.9761
50,0.1,rank,uniform,0.8,1/D,10.0,0.0,30/30,0.976
5,0.1,rank,uniform,1.0,0.01,10.0,0.0,30/30,0.9759
10,0.2,roulette,one_point,0.8,0.01,10.0,0.0,30/30,0.9758
50,0.2,rank,two_point,0.8,1/D,10.0,0.0,30/30,0.9758
50,0.1,rank,two_point,0.8,0.005,10.0,0.0,30/30,0.9757
50,0.2,rank,two_point,0.8,0.005,10.0,0.0,30/30,0.9757
10,0.1,rank,one_point,0.8,0.01,10.0,0.0,30/30,0.9756
50,0.1,rank,two_point,0.8,1/D,10.0,0.0,30/30,0.9752
50,0.1,rank,two_point,0.8,0.01,10.0,0.0,30/30,0.9751
50,0.2,rank,one_point,1.0,1/D,10.0,0.0,30/30,0.975
50,0.2,rank,two_point,0.8,0.01,10.0,0.0,30/30,0.9749
50,0.1,roulette,uniform,1.0,0.005,10.0,0.0,30/30,0.9749
20,0.2,roulette,one_point,1.0,0.005,10.0,0.0,30/30,0.9748
20,0.1,roulette,uniform,0.8,0.005,10.0,0.0,30/30,0.9747
50,0.2,rank,one_point,0.8,1/D,10.0,0.0,30/30,0.9747
50,0.2,rank,one_point,0.8,0.005,10.0,0.0,30/30,0.9746
50,0.2,roulette,two_point,1.0,1/D,10.0,0.0,30/30,0.9746
20,0.1,roulette,two_point,0.8,0.005,10.0,0.0,30/30,0.9745
20,0.2,roulette,one_point,0.8,0.005,10.0,0.0,30/30,0.9744
50,0.2,rank,one_point,0.8,0.01,10.0,0.0,30/30,0.9744
10,0.2,rank,two_point,1.0,0.005,10.0,0.0,30/30,0.9744
5,0.1,rank,uniform,0.8,0.01,10.0,0.0,30/30,0.9743
20,0.1,roulette,two_point,1.0,0.005,10.0,0.0,30/30,0.9743
50,0.1,roulette,two_point,1.0,1/D,10.0,0.0,30/30,0.9742
50,0.2,roulette,one_point,1.0,0.005,10.0,0.0,30/30,0.9742
10,0.2,roulette,two_point,0.8,0.01,10.0,0.0,30/30,0.9742
50,0.2,roulette,uniform,0.8,0.005,10.0,0.0,30/30,0.9741
50,0.1,roulette,two_point,1.0,0.01,10.0,0.0,30/30,0.9741
50,0.1,roulette,uniform,0.8,0.01,10.0,0.0,30/30,0.9741
50,0.2,roulette,uniform,0.8,1/D,10.0,0.0,30/30,0.9741
50,0.1,rank,one_point,1.0,1/D,10.0,0.0,30/30,0.974
50,0.1,roulette,uniform,1.0,0.01,10.0,0.0,30/30,0.9739
10,0.1,rank,uniform,0.8,0.005,10.0,0.0,30/30,0.9739
50,0.1,rank,one_point,0.8,0.01,10.0,0.0,30/30,0.9739
50,0.1,roulette,two_point,0.8,1/D,10.0,0.0,30/30,0.9738
50,0.1,rank,one_point,0.8,1/D,10.0,0.0,30/30,0.9737
50,0.1,rank,one_point,0.8,0.005,10.0,0.0,30/30,0.9737
50,0.1,roulette,uniform,0.8,0.005,10.0,0.0,30/30,0.9736
50,0.2,roulette,two_point,1.0,0.01,10.0,0.0,30/30,0.9736
50,0.1,roulette,two_point,1.0,0.005,10.0,0.0,30/30,0.9735
10,0.1,roulette,one_point,0.8,0.01,10.0,0.0,30/30,0.9734
50,0.1,roulette,uniform,0.8,1/D,10.0,0.0,30/30,0.9733
20,0.1,roulette,one_point,0.8,0.005,10.0,0.0,30/30,0.9732
50,0.1,roulette,one_point,0.8,0.01,10.0,0.0,30/30,0.9732
50,0.2,roulette,uniform,0.8,0.01,10.0,0.0,30/30,0.9731
50,0.2,roulette,one_point,1.0,0.01,10.0,0.0,30/30,0.9731
10,0.1,roulette,uniform,0.8,0.01,10.0,0.0,30/30,0.973
50,0.2,roulette,two_point,1.0,0.005,10.0,0.0,30/30,0.9727
50,0.2,roulette,two_point,0.8,0.01,10.0,0.0,30/30,0.9727
50,0.2,roulette,one_point,0.8,1/D,10.0,0.0,30/30,0.9726
50,0.2,roulette,uniform,1.0,1/D,10.0,0.0,30/30,0.9726
100,0.1,rank,one_point,1.0,1/D,10.0,0.0,30/30,0.9723
50,0.2,roulette,two_point,0.8,0.005,10.0,0.0,30/30,0.9722
50,0.1,roulette,one_point,0.8,1/D,10.0,0.0,30/30,0.972
5,0.1,rank,one_point,1.0,0.01,10.0,0.0,30/30,0.9717
100,0.1,rank,uniform,1.0,0.005,10.0,0.0,30/30,0.9716
10,0.2,rank,two_point,0.8,0.005,10.0,0.0,30/30,0.9716
100,0.2,rank,uniform,1.0,1/D,10.0,0.0,30/30,0.9716
10,0.2,roulette,two_point,1.0,0.01,10.0,0.0,30/30,0.9715
100,0.1,rank,uniform,1.0,0.01,10.0,0.0,30/30,0.9715
100,0.1,rank,two_point,1.0,0.005,10.0,0.0,30/30,0.9713
50,0.1,roulette,one_point,0.8,0.005,10.0,0.0,30/30,0.9712
100,0.1,rank,two_point,1.0,1/D,10.0,0.0,30/30,0.9711
50,0.1,roulette,one_point,1.0,0.01,10.0,0.0,30/30,0.9711
50,0.2,roulette,one_point,0.8,0.005,10.0,0.0,30/30,0.9711
100,0.1,rank,two_point,1.0,0.01,10.0,0.0,30/30,0.9709
50,0.1,roulette,uniform,1.0,1/D,10.0,0.0,30/30,0.9709
50,0.2,roulette,one_point,1.0,1/D,10.0,0.0,30/30,0.9708
100,0.1,rank,uniform,1.0,1/D,10.0,0.0,30/30,0.9707
10,0.1,roulette,one_point,1.0,0.01,10.0,0.0,30/30,0.9707
50,0.1,roulette,one_point,1.0,1/D,10.0,0.0,30/30,0.9706
20,0.2,roulette,two_point,0.8,0.005,10.0,0.0,30/30,0.9706
100,0.2,rank,uniform,1.0,0.005,10.0,0.0,30/30,0.9706
100,0.2,rank,two_point,1.0,0.01,10.0,0.0,30/30,0.9705
100,0.2,rank,one_point,1.0,0.01,10.0,0.0,30/30,0.9705
100,0.2,rank,one_point,1.0,1/D,10.0,0.0,30/30,0.9705
100,0.2,roulette,uniform,1.0,0.01,10.0,0.0,30/30,0.9705
50,0.1,roulette,one_point,1.0,0.005,10.0,0.0,30/30,0.9704
100,0.1,rank,uniform,0.8,0.005,10.0,0.0,30/30,0.9701
100,0.2,rank,one_point,1.0,0.005,10.0,0.0,30/30,0.9701
100,0.2,rank,uniform,1.0,0.01,10.0,0.0,30/30,0.97
100,0.2,rank,two_point,1.0,0.005,10.0,0.0,30/30,0.97
50,0.1,roulette,two_point,0.8,0.01,10.0,0.0,30/30,0.9699
50,0.1,roulette,two_point,0.8,0.005,10.0,0.0,30/30,0.9699
10,0.1,rank,one_point,1.0,0.005,10.0,0.0,30/30,0.9698
100,0.2,rank,one_point,0.8,0.01,10.0,0.0,30/30,0.9697
50,0.2,roulette,two_point,0.8,1/D,10.0,0.0,30/30,0.9696
100,0.2,rank,two_point,0.8,0.01,10.0,0.0,30/30,0.9696
100,0.2,roulette,uniform,1.0,0.005,10.0,0.0,30/30,0.9696
100,0.1,rank,uniform,0.8,0.01,10.0,0.0,30/30,0.9695
5,0.1,rank,one_point,0.8,0.01,10.0,0.0,30/30,0.9694
100,0.1,rank,two_point,0.8,0.01,10.0,0.0,30/30,0.9694
100,0.2,rank,one_point,0.8,1/D,10.0,0.0,30/30,0.9694
100,0.2,rank,one_point,0.8,0.005,10.0,0.0,30/30,0.9693
100,0.2,rank,two_point,0.8,1/D,10.0,0.0,30/30,0.9693
100,0.1,rank,one_point,0.8,1/D,10.0,0.0,30/30,0.9693
100,0.1,rank,one_point,1.0,0.01,10.0,0.0,30/30,0.9693
100,0.1,rank,one_point,1.0,0.005,10.0,0.0,30/30,0.9692
5,0.1,rank,two_point,0.8,0.01,10.0,0.0,30/30,0.9691
5,0.1,roulette,uniform,0.8,0.01,10.0,0.0,30/30,0.9689
100,0.2,rank,two_point,1.0,1/D,10.0,0.0,30/30,0.9689
100,0.2,rank,uniform,0.8,0.01,10.0,0.0,30/30,0.9688
100,0.1,rank,two_point,0.8,1/D,10.0,0.0,30/30,0.9687
100,0.2,roulette,uniform,0.8,0.01,10.0,0.0,30/30,0.9686
10,0.1,roulette,two_point,1.0,0.01,10.0,0.0,30/30,0.9685
100,0.1,rank,two_point,0.8,0.005,10.0,0.0,30/30,0.9685
50,0.2,roulette,one_point,0.8,0.01,10.0,0.0,30/30,0.9685
5,0.1,rank,two_point,1.0,0.01,10.0,0.0,30/30,0.9684
100,0.2,rank,two_point,0.8,0.005,10.0,0.0,30/30,0.9684
100,0.1,rank,uniform,0.8,1/D,10.0,0.0,30/30,0.9681
100,0.2,rank,uniform,0.8,1/D,10.0,0.0,30/30,0.9681
5,0.1,roulette,one_point,1.0,0.01,10.0,0.0,30/30,0.968
100,0.2,roulette,uniform,0.8,1/D,10.0,0.0,30/30,0.9678
100,0.1,rank,one_point,0.8,0.005,10.0,0.0,30/30,0.9677
100,0.2,rank,uniform,0.8,0.005,10.0,0.0,30/30,0.9677
100,0.2,roulette,uniform,0.8,0.005,10.0,0.0,30/30,0.9676
10,0.1,rank,two_point,1.0,0.005,10.0,0.0,30/30,0.9675
100,0.1,rank,one_point,0.8,0.01,10.0,0.0,30/30,0.9675
100,0.2,roulette,one_point,1.0,0.01,10.0,0.0,30/30,0.9674
100,0.2,roulette,uniform,1.0,1/D,10.0,0.0,30/30,0.9674
100,0.2,roulette,two_point,1.0,0.01,10.0,0.0,30/30,0.9671
100,0.2,roulette,two_point,1.0,0.005,10.0,0.0,30/30,0.9671
5,0.1,roulette,uniform,1.0,0.01,10.0,0.0,30/30,0.967
10,0.1,rank,two_point,0.8,0.005,10.0,0.0,30/30,0.967
100,0.1,roulette,uniform,1.0,1/D,10.0,0.0,30/30,0.9663
10,0.1,roulette,two_point,0.8,0.01,10.0,0.0,30/30,0.9662
10,0.1,rank,one_point,0.8,0.005,10.0,0.0,30/30,0.9658
100,0.1,roulette,uniform,1.0,0.005,10.0,0.0,30/30,0.9655
100,0.1,roulette,two_point,1.0,1/D,10.0,0.0,30/30,0.9655
100,0.2,roulette,one_point,1.0,0.005,10.0,0.0,30/30,0.9655
100,0.2,roulette,two_point,0.8,0.01,10.0,0.0,30/30,0.9654
100,0.1,roulette,one_point,1.0,1/D,10.0,0.0,30/30,0.9653
100,0.1,roulette,one_point,1.0,0.005,10.0,0.0,30/30,0.9651
100,0.2,roulette,two_point,0.8,0.005,10.0,0.0,30/30,0.9649
100,0.1,roulette,two_point,1.0,0.01,10.0,0.0,30/30,0.9649
100,0.1,roulette,one_point,0.8,0.005,10.0,0.0,30/30,0.9645
100,0.1,roulette,uniform,1.0,0.01,10.0,0.0,30/30,0.9644
100,0.2,roulette,two_point,1.0,1/D,10.0,0.0,30/30,0.9644
100,0.1,roulette,uniform,0.8,0.005,10.0,0.0,30/30,0.964
100,0.1,roulette,one_point,0.8,1/D,10.0,0.0,30/30,0.9639
10,0.1,roulette,uniform,1.0,0.005,10.0,0.0,30/30,0.9638
10,0.1,roulette,uniform,0.8,0.005,10.0,0.0,30/30,0.9637
100,0.1,roulette,one_point,1.0,0.01,10.0,0.0,30/30,0.9636
100,0.2,roulette,two_point,0.8,1/D,10.0,0.0,30/30,0.9636
100,0.1,roulette,uniform,0.8,0.01,10.0,0.0,30/30,0.9636
100,0.1,roulette,uniform,0.8,1/D,10.0,0.0,30/30,0.9635
100,0.1,roulette,two_point,1.0,0.005,10.0,0.0,30/30,0.9633
100,0.2,roulette,one_point,0.8,0.01,10.0,0.0,30/30,0.9632
100,0.1,roulette,two_point,0.8,1/D,10.0,0.0,30/30,0.9631
100,0.1,roulette,one_point,0.8,0.01,10.0,0.0,30/30,0.963
5,0.1,roulette,two_point,1.0,0.01,10.0,0.0,30/30,0.963
5,0.1,roulette,one_point,0.8,0.01,10.0,0.0,30/30,0.9627
5,0.1,roulette,two_point,0.8,0.01,10.0,0.0,30/30,0.9625
100,0.2,roulette,one_point,1.0,1/D,10.0,0.0,30/30,0.9619
100,0.2,roulette,one_point,0.8,0.005,10.0,0.0,30/30,0.9618
100,0.1,roulette,two_point,0.8,0.005,10.0,0.0,30/30,0.9618
10,0.2,roulette,two_point,1.0,0.005,10.0,0.0,30/30,0.9608
100,0.2,roulette,one_point,0.8,1/D,10.0,0.0,30/30,0.9607
100,0.1,roulette,two_point,0.8,0.01,10.0,0.0,30/30,0.9606
10,0.1,roulette,two_point,0.8,0.005,10.0,0.0,30/30,0.9559
5,0.1,rank,uniform,1.0,0.005,10.0,0.0,30/30,0.9545
5,0.1,rank,uniform,0.8,0.005,10.0,0.0,30/30,0.9538
5,0.1,roulette,uniform,1.0,0.005,10.0,0.0,30/30,0.9386
10,0.2,roulette,uniform,1.0,0.01,9.966666666666667,0.18257418583505533,29/30,0.9804
10,0.2,roulette,uniform,0.8,0.01,9.966666666666667,0.18257418583505533,29/30,0.9769
20,0.1,roulette,one_point,1.0,0.005,9.966666666666667,0.18257418583505533,29/30,0.9753
10,0.2,rank,one_point,1.0,0.005,9.966666666666667,0.18257418583505533,29/30,0.9653
10,0.2,roulette,two_point,0.8,0.005,9.966666666666667,0.18257418583505536,29/30,0.9613
10,0.2,rank,one_point,0.8,0.005,9.966666666666667,0.18257418583505533,29/30,0.9602
10,0.2,roulette,one_point,1.0,0.005,9.966666666666667,0.18257418583505533,29/30,0.9593
10,0.1,roulette,two_point,1.0,0.005,9.966666666666667,0.18257418583505533,29/30,0.9568
10,0.2,roulette,one_point,0.8,0.005,9.966666666666667,0.18257418583505533,29/30,0.9544
10,0.1,roulette,one_point,0.8,0.005,9.966666666666667,0.18257418583505533,29/30,0.9505
5,0.1,rank,one_point,0.8,0.005,9.966666666666667,0.18257418583505533,29/30,0.9427
5,0.1,roulette,uniform,0.8,0.005,9.966666666666667,0.18257418583505533,29/30,0.941
5,0.1,roulette,two_point,1.0,0.005,9.966666666666667,0.18257418583505533,29/30,0.9339
10,0.2,roulette,uniform,1.0,0.005,9.933333333333334,0.2537081317024625,28/30,0.9704
10,0.2,rank,uniform,0.8,0.005,9.933333333333334,0.2537081317024625,28/30,0.9704
10,0.2,roulette,uniform,0.8,0.005,9.933333333333334,0.2537081317024625,28/30,0.968
10,0.1,roulette,one_point,1.0,0.005,9.933333333333334,0.2537081317024625,28/30,0.948
5,0.1,rank,two_point,0.8,0.005,9.933333333333334,0.2537081317024624,28/30,0.941
5,0.1,rank,two_point,1.0,0.005,9.933333333333334,0.2537081317024624,28/30,0.9409
5,0.1,rank,one_point,1.0,0.005,9.933333333333334,0.2537081317024624,28/30,0.9407
5,0.1,roulette,one_point,0.8,0.005,9.933333333333334,0.2537081317024624,28/30,0.9358
5,0.1,roulette,two_point,0.8,0.005,9.933333333333334,0.2537081317024624,28/30,0.9314
5,0.1,roulette,one_point,1.0,0.005,9.9,0.30512857662936466,27/30,0.9386
