pop_size,elite_ratio,selection,crossover,crossover_rate,mutation_rate,mean_final,std_final,success_rate,auc
5,0.1,roulette,one_point,0.8,0.01,30.0,0.0,30/30,0.9711
20,0.1,rank,one_point,0.6,0.0075,30.0,0.0,30/30,0.9706
10,0.2,roulette,one_point,1.0,0.01,30.0,0.0,30/30,0.9703
20,0.2,roulette,one_point,1.0,0.01,30.0,0.0,30/30,0.9697
5,0.1,roulette,one_point,0.6,0.01,30.0,0.0,30/30,0.9696
10,0.1,rank,one_point,1.0,0.005,30.0,0.0,30/30,0.9693
5,0.1,rank,one_point,1.0,0.005,30.0,0.0,30/30,0.9692
10,0.2,rank,one_point,0.6,0.005,30.0,0.0,30/30,0.9691
10,0.2,roulette,one_point,0.6,0.01,30.0,0.0,30/30,0.9687
50,0.2,rank,one_point,1.0,0.005,30.0,0.0,30/30,0.9685
50,0.2,rank,one_point,1.0,0.0075,30.0,0.0,30/30,0.968
5,0.1,rank,one_point,0.8,0.005,30.0,0.0,30/30,0.9677
50,0.2,rank,one_point,1.0,0.01,30.0,0.0,30/30,0.9676
10,0.2,roulette,one_point,1.0,0.0075,30.0,0.0,30/30,0.9674
5,0.1,rank,one_point,0.6,0.005,30.0,0.0,30/30,0.9673
20,0.1,rank,one_point,0.6,0.005,30.0,0.0,30/30,0.9671
5,0.1,roulette,one_point,1.0,0.0075,30.0,0.0,30/30,0.9669
5,0.1,roulette,one_point,0.8,0.0075,30.0,0.0,30/30,0.9669
50,0.2,rank,one_point,0.8,0.01,30.0,0.0,30/30,0.9669
10,0.2,roulette,one_point,0.8,0.01,30.0,0.0,30/30,0.9667
50,0.2,rank,one_point,0.8,0.0075,30.0,0.0,30/30,0.9667
5,0.1,roulette,one_point,0.6,0.0075,30.0,0.0,30/30,0.9666
20,0.2,roulette,one_point,0.8,0.01,30.0,0.0,30/30,0.9665
10,0.2,roulette,one_point,0.6,0.0075,30.0,0.0,30/30,0.9665
10,0.1,rank,one_point,0.8,0.005,30.0,0.0,30/30,0.9664
20,0.2,roulette,one_point,1.0,0.0075,30.0,0.0,30/30,0.9662
10,0.2,roulette,one_point,0.8,0.0075,30.0,0.0,30/30,0.966
50,0.1,rank,one_point,1.0,0.0075,30.0,0.0,30/30,0.9659
50,0.1,rank,one_point,1.0,0.01,30.0,0.0,30/30,0.9658
50,0.2,rank,one_point,0.8,0.005,30.0,0.0,30/30,0.9651
50,0.1,rank,one_point,1.0,0.005,30.0,0.0,30/30,0.9651
50,0.1,rank,one_point,0.8,0.01,30.0,0.0,30/30,0.9638
20,0.2,roulette,one_point,1.0,0.005,30.0,0.0,30/30,0.9637
50,0.2,rank,one_point,0.6,0.0075,30.0,0.0,30/30,0.9636
50,0.2,rank,one_point,0.6,0.01,30.0,0.0,30/30,0.9634
10,0.1,rank,one_point,0.6,0.005,30.0,0.0,30/30,0.9628
50,0.1,rank,one_point,0.8,0.0075,30.0,0.0,30/30,0.9625
20,0.2,roulette,one_point,0.6,0.01,30.0,0.0,30/30,0.9623
50,0.1,rank,one_point,0.8,0.005,30.0,0.0,30/30,0.9622
20,0.2,roulette,one_point,0.8,0.0075,30.0,0.0,30/30,0.9622
10,0.2,roulette,one_point,1.0,0.005,30.0,0.0,30/30,0.962
10,0.2,roulette,one_point,0.8,0.005,30.0,0.0,30/30,0.9617
10,0.1,roulette,one_point,1.0,0.01,30.0,0.0,30/30,0.9615
10,0.1,roulette,one_point,0.8,0.01,30.0,0.0,30/30,0.9606
50,0.2,rank,one_point,0.6,0.005,30.0,0.0,30/30,0.9604
20,0.2,roulette,one_point,0.6,0.0075,30.0,0.0,30/30,0.9601
20,0.1,roulette,one_point,1.0,0.0075,30.0,0.0,30/30,0.96
20,0.1,roulette,one_point,1.0,0.01,30.0,0.0,30/30,0.9592
5,0.1,roulette,one_point,1.0,0.005,30.0,0.0,30/30,0.959
50,0.1,rank,one_point,0.6,0.0075,30.0,0.0,30/30,0.959
50,0.1,rank,one_point,0.6,0.01,30.0,0.0,30/30,0.9589
10,0.2,roulette,one_point,0.6,0.005,30.0,0.0,30/30,0.9586
20,0.2,roulette,one_point,0.8,0.005,30.0,0.0,30/30,0.9574
5,0.1,roulette,one_point,0.8,0.005,30.0,0.0,30/30,0.9571
10,0.1,roulette,one_point,1.0,0.0075,30.0,0.0,30/30,0.9565
50,0.1,rank,one_point,0.6,0.005,30.0,0.0,30/30,0.9564
5,0.1,roulette,one_point,0.6,0.005,30.0,0.0,30/30,0.9563
20,0.1,roulette,one_point,0.8,0.01,30.0,0.0,30/30,0.955
10,0.1,roulette,one_point,0.8,0.0075,30.0,0.0,30/30,0.9543
20,0.2,roulette,one_point,0.6,0.005,30.0,0.0,30/30,0.9537
50,0.2,roulette,one_point,1.0,0.0075,30.0,0.0,30/30,0.9537
50,0.2,roulette,one_point,1.0,0.01,30.0,0.0,30/30,0.9536
50,0.2,roulette,one_point,1.0,0.005,30.0,0.0,30/30,0.9532
100,0.2,rank,one_point,1.0,0.01,30.0,0.0,30/30,0.9526
20,0.1,roulette,one_point,0.8,0.0075,30.0,0.0,30/30,0.9525
20,0.1,roulette,one_point,1.0,0.005,30.0,0.0,30/30,0.9521
50,0.2,roulette,one_point,0.8,0.01,30.0,0.0,30/30,0.9521
20,0.1,roulette,one_point,0.8,0.005,30.0,0.0,30/30,0.9518
100,0.2,rank,one_point,1.0,0.0075,30.0,0.0,30/30,0.9505
100,0.2,rank,one_point,1.0,0.005,30.0,0.0,30/30,0.9501
50,0.2,roulette,one_point,0.8,0.0075,30.0,0.0,30/30,0.9495
20,0.1,roulette,one_point,0.6,0.01,30.0,0.0,30/30,0.9494
100,0.1,rank,one_point,1.0,0.01,30.0,0.0,30/30,0.9492
50,0.2,roulette,one_point,0.8,0.005,30.0,0.0,30/30,0.9483
100,0.2,rank,one_point,0.8,0.0075,30.0,0.0,30/30,0.9483
100,0.1,rank,one_point,1.0,0.005,30.0,0.0,30/30,0.9482
100,0.1,rank,one_point,1.0,0.0075,30.0,0.0,30/30,0.9481
100,0.2,rank,one_point,0.8,0.01,30.0,0.0,30/30,0.9478
50,0.2,roulette,one_point,0.6,0.01,30.0,0.0,30/30,0.9476
100,0.2,rank,one_point,0.8,0.005,30.0,0.0,30/30,0.9475
50,0.1,roulette,one_point,1.0,0.005,30.0,0.0,30/30,0.9467
20,0.1,roulette,one_point,0.6,0.0075,30.0,0.0,30/30,0.9465
50,0.1,roulette,one_point,1.0,0.0075,30.0,0.0,30/30,0.9464
10,0.1,roulette,one_point,1.0,0.005,30.0,0.0,30/30,0.9461
100,0.1,rank,one_point,0.8,0.0075,30.0,0.0,30/30,0.9461
100,0.1,rank,one_point,0.8,0.01,30.0,0.0,30/30,0.9458
50,0.1,roulette,one_point,1.0,0.01,30.0,0.0,30/30,0.9454
50,0.2,roulette,one_point,0.6,0.005,30.0,0.0,30/30,0.9452
50,0.2,roulette,one_point,0.6,0.0075,30.0,0.0,30/30,0.9451
100,0.1,rank,one_point,0.8,0.005,30.0,0.0,30/30,0.9447
100,0.2,rank,one_point,0.6,0.01,30.0,0.0,30/30,0.943
50,0.1,roulette,one_point,0.8,0.01,30.0,0.0,30/30,0.9423
100,0.2,rank,one_point,0.6,0.0075,30.0,0.0,30/30,0.9422
100,0.1,rank,one_point,0.6,0.0075,30.0,0.0,30/30,0.9408
100,0.2,rank,one_point,0.6,0.005,30.0,0.0,30/30,0.9399
100,0.1,rank,one_point,0.6,0.01,30.0,0.0,30/30,0.9396
50,0.1,roulette,one_point,0.8,0.005,30.0,0.0,30/30,0.9384
100,0.1,rank,one_point,0.6,0.005,30.0,0.0,30/30,0.9381
50,0.1,roulette,one_point,0.6,0.0075,30.0,0.0,30/30,0.9374
100,0.2,roulette,one_point,1.0,0.005,30.0,0.0,30/30,0.9323
100,0.2,roulette,one_point,1.0,0.0075,30.0,0.0,30/30,0.9322
100,0.2,roulette,one_point,1.0,0.01,30.0,0.0,30/30,0.9318
100,0.2,roulette,one_point,0.8,0.005,30.0,0.0,30/30,0.9271
100,0.2,roulette,one_point,0.8,0.01,30.0,0.0,30/30,0.927
100,0.2,roulette,one_point,0.8,0.0075,30.0,0.0,30/30,0.9249
100,0.1,roulette,one_point,1.0,0.0075,30.0,0.0,30/30,0.9219
100,0.1,roulette,one_point,1.0,0.005,30.0,0.0,30/30,0.9203
100,0.2,roulette,one_point,0.6,0.0075,30.0,0.0,30/30,0.9185
100,0.2,roulette,one_point,0.6,0.01,30.0,0.0,30/30,0.9157
10,0.1,roulette,one_point,0.6,0.01,29.966666666666665,0.18257418583505533,29/30,0.9553
10,0.1,roulette,one_point,0.8,0.005,29.966666666666665,0.18257418583505533,29/30,0.9461
10,0.1,roulette,one_point,0.6,0.0075,29.966666666666665,0.18257418583505533,29/30,0.9451
20,0.1,roulette,one_point,0.6,0.005,29.966666666666665,0.18257418583505533,29/30,0.9437
50,0.1,roulette,one_point,0.8,0.0075,29.966666666666665,0.18257418583505533,29/30,0.9393
50,0.1,roulette,one_point,0.6,0.01,29.966666666666665,0.18257418583505536,29/30,0.9368
50,0.1,roulette,one_point,0.6,0.005,29.966666666666665,0.18257418583505533,29/30,0.9319
100,0.1,roulette,one_point,1.0,0.01,29.966666666666665,0.18257418583505533,29/30,0.9226
100,0.2,roulette,one_point,0.6,0.005,29.966666666666665,0.18257418583505533,29/30,0.9172
10,0.1,roulette,one_point,0.6,0.005,29.933333333333334,0.3651483716701107,29/30,0.9395
100,0.1,roulette,one_point,0.8,0.01,29.933333333333334,0.2537081317024624,28/30,0.9129
100,0.1,roulette,one_point,0.8,0.005,29.933333333333334,0.2537081317024625,28/30,0.9108
100,0.1,roulette,one_point,0.8,0.0075,29.933333333333334,0.2537081317024624,28/30,0.9105
100,0.1,roulette,one_point,0.6,0.01,29.9,0.30512857662936466,27/30,0.9075
100,0.1,roulette,one_point,0.6,0.0075,29.9,0.30512857662936466,27/30,0.9067
100,0.1,roulette,one_point,0.6,0.005,29.9,0.30512857662936466,27/30,0.9049
